CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
151,82,34,10,841,899,90
152,60,82,20,353,420,90
153,21,32,10,1007,1064,90
154,60,54,10,786,837,90
155,29,30,10,737,808,90
156,31,34,10,592,650,90
157,32,73,10,915,979,90
158,31,32,10,43,107,90
159,55,75,10,1010,1063,90
160,24,59,10,905,976,90
161,91,30,10,743,794,90
162,36,66,10,418,466,90
163,23,39,10,1078,1146,90
164,34,14,40,1001,1042,90
165,29,46,10,0,75,90
166,38,20,40,29,101,90
167,65,52,20,78,129,90
168,21,32,10,644,708,90
169,67,58,10,173,253,90
170,71,60,20,753,812,90
171,0,44,10,713,770,90
172,28,34,10,797,861,90
173,29,26,10,675,733,90
174,8,43,40,51,128,90
175,31,37,10,717,787,90
176,63,58,10,16,78,90
177,57,35,50,69,127,90
178,64,70,30,659,716,90
179,65,77,30,173,212,90
180,85,26,10,575,627,90
181,33,54,20,869,928,90
182,43,17,10,612,710,90
183,47,29,10,618,671,90
184,52,28,10,432,482,90
185,64,57,20,517,592,90
186,68,54,10,210,260,90
187,1,43,40,79,154,90
188,26,31,10,713,778,90
189,35,65,10,42,115,90
190,26,43,10,94,167,90
191,9,36,20,388,434,90
192,10,78,10,281,353,90
193,59,80,30,550,608,90
194,42,67,10,731,797,90
195,33,63,20,249,325,90
196,57,84,10,350,404,90
197,23,74,20,63,104,90
198,37,60,10,365,404,90
199,100,24,30,1075,1144,90
200,56,74,10,115,169,90
201,24,26,10,794,860,90
202,29,52,10,318,379,90
203,26,54,10,485,552,90
204,36,33,30,400,469,90
205,44,38,10,0,47,90
206,65,51,10,29,108,90
207,50,39,50,306,361,90
208,65,65,30,574,639,90
209,23,50,20,1061,1114,90
210,84,28,10,881,940,90
211,39,11,20,567,635,90
212,0,49,20,15,74,90
213,88,33,30,47,122,90
214,12,70,20,48,104,90
215,62,24,10,491,551,90
216,87,29,10,814,868,90
217,60,48,20,127,189,90
218,52,74,20,107,155,90
219,15,35,20,148,184,90
220,34,27,10,234,303,90
221,53,83,30,531,580,90
222,54,30,50,358,430,90
223,52,36,10,722,772,90
224,89,27,10,648,720,90
225,19,53,10,97,180,90
226,36,14,40,0,41,90
227,34,33,10,239,304,90
228,70,51,10,558,628,90
229,36,12,40,39,98,90
230,2,40,20,360,414,90
231,7,46,30,10,71,90
232,77,56,20,335,393,90
233,43,66,20,166,254,90
234,42,70,20,658,740,90
235,43,60,10,69,147,90
236,29,54,20,788,860,90
237,63,75,30,167,212,90
238,40,73,20,95,129,90
239,14,88,10,487,553,90
240,60,57,10,821,875,90
241,31,53,10,702,751,90
242,27,86,20,633,705,90
243,38,62,10,8,77,90
244,22,53,10,221,262,90
245,57,82,10,69,160,90
246,64,82,10,785,839,90
247,45,64,20,196,260,90
248,84,39,30,119,188,90
249,36,31,30,429,487,90
250,68,56,20,84,164,90
251,57,80,10,0,61,90
252,48,29,10,559,632,90
253,40,72,10,543,622,90
254,75,56,20,328,398,90
255,45,70,30,263,303,90
256,87,33,10,534,602,90
257,64,53,20,89,151,90
258,36,65,20,150,205,90
259,69,61,20,413,480,90
260,32,68,10,388,431,90
261,20,51,20,537,598,90
262,97,31,20,394,471,90
263,48,37,10,801,831,90
264,46,38,10,885,941,90
265,47,37,10,924,978,90
266,63,56,10,848,900,90
267,6,43,30,0,78,90
268,19,83,10,13,82,90
269,32,35,10,170,236,90
270,68,86,40,1097,1145,90
271,42,70,10,723,780,90
272,41,76,20,213,278,90
273,40,8,40,25,71,90
274,54,30,10,464,511,90
275,49,27,10,489,577,90
276,42,29,10,641,717,90
277,89,31,10,548,623,90
278,59,83,10,54,116,90
279,15,76,20,74,121,90
280,58,57,10,210,276,90
281,100,37,10,297,354,90
282,38,4,30,143,192,90
283,60,80,20,644,718,90
284,45,7,20,871,940,90
285,0,36,20,698,732,90
286,16,30,40,186,269,90
287,63,62,10,157,219,90
288,75,55,10,155,217,90
289,38,18,40,175,259,90
290,48,37,10,56,110,90
291,50,38,10,653,700,90
292,12,83,10,231,284,90
293,20,48,20,550,600,90
294,39,9,30,490,557,90
295,31,32,10,0,56,90
296,31,37,10,141,202,90
297,43,69,10,64,141,90
298,24,51,10,940,1015,90
299,27,81,30,63,135,90
300,91,28,10,328,409,90
301,42,64,10,56,133,90
302,70,52,20,359,418,90
303,0,43,20,572,627,90
304,49,63,20,1057,1137,90
305,11,33,20,248,280,90
306,25,53,10,51,130,90
307,25,30,10,759,824,90
308,36,1,30,252,320,90
309,58,82,10,130,186,90
310,30,37,20,57,154,90
311,13,48,20,672,731,90
312,35,34,10,1052,1131,90
313,11,38,10,264,327,90
314,50,40,10,669,722,90
315,8,39,10,252,315,90
316,8,45,20,795,853,90
317,15,47,30,943,1018,90
318,34,9,30,379,423,90
319,49,36,10,93,153,90
320,42,66,20,242,314,90
321,31,25,30,469,544,90
322,89,32,20,917,984,90
323,42,27,10,327,375,90
324,85,23,10,796,843,90
325,29,51,20,742,805,90
326,62,61,30,533,591,90
327,5,52,10,691,739,90
328,42,64,10,91,161,90
329,86,34,10,191,270,90
330,20,81,20,664,739,90
331,70,54,20,1027,1073,90
332,44,67,10,37,85,90
333,27,55,40,194,260,90
334,73,59,20,421,466,90
335,9,42,30,109,165,90
336,77,58,20,828,889,90
337,46,70,10,974,1033,90
338,30,36,10,493,556,90
339,32,88,20,700,773,90
340,63,51,10,660,723,90
341,73,59,20,641,688,90
342,40,63,10,409,468,90
343,29,54,20,944,989,90
344,65,59,10,847,902,90
345,50,39,50,172,214,90
346,30,28,10,393,447,90
347,39,22,10,663,753,90
348,36,67,20,200,268,90
349,34,49,20,332,382,90
350,73,47,20,1027,1090,90
351,45,71,10,50,127,90
352,52,57,10,828,883,90
353,57,71,20,19,72,90
354,27,54,20,984,1026,90
355,65,59,30,542,605,90
356,58,80,20,683,774,90
357,45,62,20,1030,1099,90
358,60,65,10,605,659,90
359,58,87,30,565,627,90
360,32,54,10,702,775,90
361,43,74,10,232,278,90
362,73,46,10,157,215,90
363,44,59,10,0,51,90
364,48,11,10,77,130,90
365,64,62,10,650,705,90
366,88,34,10,657,723,90
367,17,86,40,488,534,90
368,59,87,30,552,619,90
369,41,5,30,460,499,90
370,20,80,40,913,954,90
371,65,82,20,393,459,90
372,27,29,30,432,488,90
373,10,42,20,810,886,90
374,21,82,40,353,406,90
375,64,53,20,43,89,90
376,19,78,20,742,807,90
377,88,27,10,633,701,90
378,86,23,10,608,674,90
379,2,40,20,385,449,90
380,25,47,10,657,723,90
381,26,83,30,513,579,90
382,37,4,20,582,636,90
383,49,31,10,688,742,90
384,26,48,20,803,875,90
385,87,34,30,331,416,90
386,65,63,10,693,763,90
387,34,51,10,454,506,90
388,60,54,30,558,624,90
389,40,6,20,343,400,90
390,31,18,10,551,607,90
391,34,26,10,343,396,90
392,41,28,10,282,335,90
393,90,30,20,108,166,90
394,31,30,10,515,571,90
395,35,64,10,474,532,90
396,31,23,10,535,603,90
397,36,51,10,0,72,90
398,39,13,10,150,212,90
399,22,75,20,132,179,90
400,76,55,20,523,583,90
401,73,81,40,469,520,90
402,61,65,10,832,888,90
403,57,84,20,684,757,90
404,28,50,10,336,399,90
405,6,49,10,388,447,90
406,34,18,30,518,578,90
407,0,46,10,640,688,90
408,58,80,20,36,94,90
409,44,69,20,232,305,90
410,37,0,30,422,484,90
411,22,84,40,392,440,90
412,24,51,10,283,338,90
413,56,60,10,0,57,90
414,34,6,20,557,625,90
415,24,52,20,945,1005,90
416,43,32,20,285,343,90
417,32,41,10,55,116,90
418,63,54,30,672,738,90
419,32,66,10,519,585,90
420,49,30,10,572,649,90
421,57,77,30,236,293,90
422,79,58,20,886,940,90
423,35,25,10,491,521,90
424,31,51,20,857,939,90
425,54,81,10,751,820,90
426,46,69,10,765,818,90
427,24,88,20,645,703,90
428,15,40,20,750,815,90
429,17,55,40,455,513,90
430,30,50,10,11,75,90
431,55,54,10,17,89,90
432,56,69,20,46,99,90
433,89,22,10,786,826,90
434,26,50,10,622,694,90
435,0,40,20,981,1041,90
436,97,25,30,381,457,90
437,12,31,20,220,260,90
438,86,27,10,651,707,90
439,58,31,10,325,375,90
440,98,29,30,384,452,90
441,10,37,40,101,173,90
442,38,56,10,110,189,90
443,8,39,40,669,738,90
444,30,59,10,0,50,90
445,41,72,20,179,219,90
446,31,29,10,378,432,90
447,37,72,20,308,378,90
448,45,72,10,989,1037,90
449,93,39,20,912,982,90
450,39,2,30,560,624,90
451,46,31,10,42,97,90
452,36,32,10,291,346,90
453,46,3,20,299,359,90
454,58,83,30,542,610,90
455,91,32,20,100,160,90
456,4,42,20,377,418,90
457,43,7,20,571,639,90
458,13,43,30,64,148,90
459,23,77,20,219,295,90
460,44,36,10,909,963,90
461,13,83,10,276,355,90
462,41,71,20,585,664,90
463,43,0,20,272,340,90
464,33,33,10,550,610,90
465,67,55,10,764,832,90
466,41,8,30,747,816,90
467,25,86,40,509,565,90
468,39,66,20,752,823,90
469,61,80,10,706,780,90
470,29,67,10,509,571,90
471,22,87,40,346,387,90
472,50,64,20,221,287,90
473,94,33,10,549,619,90
474,94,36,20,287,365,90
475,19,48,10,14,96,90
476,47,32,10,569,631,90
477,26,48,20,924,970,90
478,24,55,10,82,160,90
479,89,33,10,603,661,90
480,87,39,30,38,113,90
481,31,58,10,723,767,90
482,45,75,20,638,729,90
483,25,49,20,40,77,90
484,23,33,10,943,1006,90
485,68,54,10,333,405,90
486,66,61,30,596,668,90
487,12,43,40,115,182,90
488,35,25,10,389,439,90
489,93,25,30,395,464,90
490,51,24,10,502,581,90
491,18,42,10,326,376,90
492,27,44,40,172,235,90
493,43,42,10,34,100,90
494,28,55,20,841,918,90
495,11,50,10,289,339,90
496,21,52,10,265,327,90
497,21,54,10,433,494,90
498,31,32,10,636,686,90
499,75,55,20,443,490,90
500,30,30,10,666,720,90
501,71,60,30,498,548,90
502,86,31,30,33,110,90
503,91,41,20,117,164,90
504,15,54,10,443,488,90
505,34,35,30,450,512,90
506,92,39,10,227,281,90
507,22,57,10,713,754,90
508,5,32,10,262,323,90
509,35,32,10,0,73,90
510,35,66,10,568,642,90
511,56,58,10,728,794,90
512,84,25,30,52,123,90
513,35,66,10,341,404,90
514,54,56,10,19,74,90
515,94,39,20,265,349,90
516,28,63,20,539,596,90
517,15,83,10,284,358,90
518,92,29,10,493,557,90
519,47,78,10,831,911,90
520,52,30,50,724,786,90
521,20,74,40,434,473,90
522,72,59,30,600,660,90
523,54,22,10,536,623,90
524,48,9,40,191,256,90
525,34,1,30,492,561,90
526,52,84,20,653,729,90
527,46,66,20,1007,1079,90
528,37,70,20,132,187,90
529,21,69,30,50,110,90
530,36,15,40,37,80,90
531,53,36,10,0,74,90
532,70,85,30,532,600,90
533,65,82,30,637,691,90
534,21,35,10,889,955,90
535,47,3,20,292,354,90
536,24,29,10,606,666,90
537,39,64,20,235,295,90
538,17,77,40,311,361,90
539,29,31,10,359,393,90
540,93,36,20,594,650,90
541,24,58,10,30,105,90
542,14,43,40,65,132,90
543,82,37,10,699,755,90
544,47,34,10,924,968,90
545,42,68,10,0,54,90
546,4,37,30,125,195,90
547,22,31,10,861,921,90
548,40,5,30,262,314,90
549,60,76,10,95,158,90
550,26,35,10,552,621,90
551,61,88,20,400,470,90
552,25,31,10,547,621,90
553,95,35,30,663,730,90
554,31,28,10,254,286,90
555,64,57,10,691,758,90
556,3,44,10,683,738,90
557,21,51,40,1047,1099,90
558,17,80,40,503,561,90
559,63,84,10,65,134,90
560,15,87,40,444,489,90
561,82,27,20,56,112,90
562,50,84,20,1034,1122,90
563,57,62,10,824,883,90
564,88,27,10,159,216,90
565,20,51,10,818,871,90
566,29,46,10,72,146,90
567,27,58,20,934,983,90
568,94,27,30,670,738,90
569,59,82,10,42,96,90
570,6,37,10,301,360,90
571,61,86,10,254,312,90
572,2,29,20,137,174,90
573,40,15,10,452,553,90
574,51,3,20,232,295,90
575,61,52,10,103,181,90
576,10,74,20,184,267,90
577,43,18,10,86,143,90
578,61,60,10,848,910,90
579,47,24,10,769,802,90
580,29,36,30,502,574,90
581,57,83,30,179,228,90
582,13,72,20,45,123,90
583,55,60,10,816,870,90
584,71,55,10,237,311,90
585,91,32,20,143,200,90
586,22,54,10,415,480,90
587,57,78,30,186,227,90
588,67,68,30,323,371,90
589,37,17,40,55,99,90
590,94,35,20,122,199,90
591,29,54,20,752,818,90
592,29,55,10,785,829,90
593,13,36,20,184,228,90
594,52,29,10,645,702,90
595,65,92,40,497,539,90
596,43,38,10,847,906,90
597,16,47,10,301,338,90
598,37,0,20,603,666,90
599,34,5,30,461,517,90
600,57,57,10,0,79,90
601,39,15,40,0,54,90
602,85,26,10,674,748,90
603,75,54,10,364,448,90
604,39,10,10,149,224,90
605,8,32,10,272,346,90
606,17,77,10,579,627,90
607,40,72,10,854,956,90
608,100,32,30,397,465,90
609,55,39,50,356,414,90
610,43,23,10,600,684,90
611,36,3,30,507,567,90
612,38,10,30,400,436,90
613,46,27,10,526,597,90
614,55,32,10,446,503,90
615,20,53,20,842,917,90
616,49,8,40,159,221,90
617,22,54,10,312,360,90
618,7,52,10,624,676,90
619,84,22,10,767,815,90
620,16,35,20,396,426,90
621,18,55,10,397,468,90
622,62,85,40,483,531,90
623,26,56,10,251,325,90
624,26,66,10,489,543,90
625,84,31,10,675,723,90
626,46,64,10,0,51,90
627,57,75,20,94,146,90
628,8,42,40,60,139,90
629,32,52,40,234,271,90
630,58,86,20,665,739,90
631,34,39,10,1026,1083,90
632,33,54,20,828,900,90
633,25,47,10,373,406,90
634,48,45,10,76,127,90
635,39,30,10,183,244,90
636,56,77,20,21,78,90
637,41,66,10,50,131,90
638,38,61,10,76,156,90
639,47,67,20,198,254,90
640,48,40,10,809,868,90
641,38,12,40,167,239,90
642,49,38,50,284,337,90
643,20,75,30,70,134,90
644,73,57,10,287,373,90
645,59,61,10,70,139,90
646,29,26,10,403,466,90
647,32,33,10,990,1070,90
648,12,36,30,76,137,90
649,3,40,20,317,374,90
650,29,50,40,168,228,90
651,13,80,20,368,448,90
652,50,36,10,833,900,90
653,33,23,10,606,672,90
654,23,25,10,623,693,90
655,41,31,10,51,108,90
656,39,36,10,12,86,90
657,10,39,20,561,626,90
658,27,34,10,1037,1105,90
659,46,63,20,616,683,90
660,44,35,10,607,661,90
661,24,82,40,474,530,90
662,41,67,10,58,138,90
663,58,62,10,869,922,90
664,47,40,10,924,964,90
665,64,84,10,564,637,90
666,42,61,20,153,213,90
667,44,42,10,67,131,90
668,79,51,10,244,311,90
669,28,56,20,823,891,90
670,44,34,20,214,275,90
671,57,25,10,428,474,90
672,90,37,10,466,538,90
673,41,14,10,646,730,90
674,19,52,10,624,690,90
675,49,30,10,613,676,90
676,73,62,20,392,456,90
677,44,66,10,12,62,90
678,44,64,20,203,271,90
679,3,50,20,804,887,90
680,40,10,10,642,743,90
681,68,55,20,92,166,90
682,18,45,10,391,443,90
683,100,31,20,231,304,90
684,53,85,10,760,843,90
685,53,23,10,582,652,90
686,48,37,10,942,986,90
687,26,33,10,949,1006,90
688,2,44,20,167,208,90
689,89,26,10,622,698,90
690,93,38,20,124,194,90
691,26,23,30,449,502,90
692,68,76,10,405,445,90
693,52,27,10,466,523,90
694,63,81,10,100,173,90
695,88,32,20,52,107,90
696,34,33,10,258,332,90
697,84,32,30,12,82,90
698,27,34,10,261,342,90
699,44,66,20,442,519,90
700,62,83,30,255,288,90
701,20,74,30,37,86,90
702,38,13,10,739,821,90
703,38,61,20,170,230,90
704,27,42,10,565,626,90
705,0,40,20,916,972,90
706,36,4,20,887,967,90
707,0,42,20,595,651,90
708,11,45,10,648,692,90
709,1,45,20,408,460,90
710,35,30,10,174,239,90
711,34,49,20,940,992,90
712,47,40,10,0,79,90
713,10,28,20,223,256,90
714,17,53,10,337,375,90
715,29,82,20,627,696,90
716,88,32,30,30,108,90
717,61,59,10,837,894,90
718,29,80,20,1042,1120,90
719,5,34,20,380,422,90
720,71,53,20,661,715,90
721,23,86,40,71,110,90
722,44,30,10,18,82,90
723,79,54,20,403,458,90
724,23,38,30,474,529,90
725,57,87,20,584,664,90
726,53,83,20,674,751,90
727,25,55,10,399,458,90
728,44,68,10,383,455,90
729,34,81,20,465,534,90
730,40,67,10,124,215,90
731,60,57,20,46,96,90
732,29,26,10,358,410,90
733,36,30,30,380,444,90
734,36,64,20,1048,1132,90
735,68,61,30,662,730,90
736,35,39,10,792,856,90
737,59,79,10,220,285,90
738,9,37,20,244,283,90
739,46,42,10,42,94,90
740,37,74,10,0,43,90
741,34,69,10,415,469,90
742,38,1,30,499,565,90
743,53,35,50,324,390,90
744,37,26,10,346,396,90
745,28,51,10,752,800,90
746,53,31,50,357,424,90
747,30,32,10,1060,1146,90
748,37,74,20,616,685,90
749,40,74,10,8,102,90
750,61,70,20,0,57,90
751,32,55,20,865,907,90
752,45,35,10,503,534,90
753,28,51,10,998,1061,90
754,30,48,10,975,1043,90
755,70,60,10,281,354,90
756,18,81,10,256,319,90
757,19,84,20,629,704,90
758,49,35,10,17,78,90
759,25,50,20,963,1021,90
760,11,44,10,1088,1129,90
761,87,35,10,534,592,90
762,40,69,20,764,836,90
763,11,78,20,85,135,90
764,72,56,10,155,209,90
765,32,28,10,793,856,90
766,41,63,10,55,141,90
767,4,41,20,409,462,90
768,40,11,40,197,263,90
769,31,73,10,204,267,90
770,51,71,10,892,948,90
771,36,0,20,440,524,90
772,31,86,20,622,695,90
773,59,57,10,773,820,90
774,40,17,10,828,901,90
775,54,64,20,557,620,90
776,96,30,10,483,572,90
777,42,72,20,279,351,90
778,27,57,10,0,46,90
779,96,24,10,506,574,90
780,20,50,20,542,586,90
781,40,35,20,68,145,90
782,51,30,10,456,517,90
783,58,53,20,56,121,90
784,49,34,10,850,899,90
785,32,86,40,520,576,90
786,39,15,40,399,477,90
787,30,27,10,621,694,90
788,43,61,20,208,266,90
789,16,56,10,720,782,90
790,29,36,10,1038,1096,90
791,19,59,10,632,714,90
792,20,75,40,329,383,90
793,39,33,20,62,144,90
794,27,56,20,781,858,90
795,40,40,10,42,105,90
796,49,71,10,670,720,90
797,28,56,10,631,710,90
798,65,78,10,960,1014,90
799,47,36,10,947,1008,90
800,46,67,20,568,621,90
801,5,36,20,1055,1100,90
802,92,35,20,279,342,90
803,28,43,10,58,131,90
804,47,30,10,553,635,90
805,34,37,10,57,125,90
806,46,9,30,394,444,90
807,79,25,10,756,829,90
808,32,51,10,749,793,90
809,22,79,40,463,493,90
810,52,32,20,201,235,90
811,42,5,30,394,439,90
812,39,10,10,646,738,90
813,61,70,20,63,116,90
814,93,27,10,196,253,90
815,57,29,10,14,75,90
816,28,47,10,32,89,90
817,50,79,10,460,527,90
818,39,15,10,443,536,90
819,61,54,20,134,187,90
820,94,35,30,24,118,90
821,20,86,40,454,518,90
822,12,37,40,93,173,90
823,40,67,10,74,173,90
824,31,68,10,435,485,90
825,43,3,20,156,232,90
826,62,85,30,551,598,90
827,34,33,10,11,85,90
828,45,9,20,324,368,90
829,32,30,10,769,837,90
830,0,34,30,535,565,90
831,0,35,20,441,506,90
832,39,82,30,804,855,90
833,28,36,10,821,887,90
834,77,56,20,341,387,90
835,39,60,10,987,1056,90
836,48,0,20,183,241,90
837,57,40,10,638,696,90
838,28,25,10,626,676,90
839,42,67,10,0,50,90
840,25,78,30,385,433,90
841,44,33,10,174,244,90
842,94,37,10,194,243,90
843,76,66,20,336,384,90
844,64,42,10,789,848,90
845,93,33,20,387,447,90
846,27,29,10,788,863,90
847,21,53,10,623,709,90
848,37,68,20,614,695,90
849,32,75,10,457,503,90
850,34,40,10,626,676,90
851,10,51,20,741,786,90
852,51,37,20,246,296,90
853,24,84,20,615,661,90
854,53,31,10,443,495,90
855,66,48,20,103,151,90
856,71,59,10,244,320,90
857,89,41,10,215,266,90
858,22,45,10,267,317,90
859,42,65,10,95,169,90
860,11,85,10,254,312,90
861,29,26,10,395,453,90
862,2,43,30,466,513,90
863,37,71,10,191,249,90
864,17,72,20,74,110,90
865,98,36,20,276,345,90
866,21,59,10,629,704,90
867,47,29,10,471,516,90
868,39,18,10,16,82,90
869,31,52,20,869,948,90
870,52,40,50,99,148,90
871,33,17,10,646,733,90
872,33,36,30,437,488,90
873,70,59,10,768,830,90
874,38,19,10,86,154,90
875,32,25,20,0,88,90
876,61,82,10,101,175,90
877,31,29,10,746,805,90
878,20,46,10,58,127,90
879,86,22,10,686,747,90
880,52,40,10,883,944,90
881,60,56,10,778,833,90
882,14,77,20,185,248,90
883,92,41,10,224,277,90
884,83,24,10,459,508,90
885,18,80,40,385,432,90
886,14,75,20,291,332,90
887,100,34,30,402,477,90
888,52,40,10,772,823,90
889,38,50,20,951,1003,90
890,19,83,10,550,598,90
891,33,35,10,525,568,90
892,46,75,30,825,859,90
893,45,70,10,0,70,90
894,57,89,20,672,749,90
895,16,33,20,247,277,90
896,23,74,20,123,170,90
897,37,28,10,253,324,90
898,20,60,10,414,459,90
899,34,70,10,473,518,90
900,18,80,40,839,874,90
901,27,56,10,773,812,90
902,33,33,10,990,1054,90
903,46,39,10,159,205,90
904,46,65,30,923,967,90
905,26,81,20,629,703,90
906,92,21,10,998,1046,90
907,25,76,30,0,65,90
908,70,83,30,647,689,90
909,41,67,10,67,160,90
910,20,79,40,492,542,90
911,14,37,20,215,245,90
912,24,33,10,343,397,90
913,43,33,10,490,561,90
914,90,31,10,526,601,90
915,36,63,20,172,231,90
916,44,65,10,777,826,90
917,27,34,10,61,142,90
918,3,45,10,691,760,90
919,12,42,20,754,820,90
920,64,50,10,0,66,90
921,37,65,20,195,255,90
922,13,80,10,281,350,90
923,46,11,40,176,235,90
924,15,46,10,346,376,90
925,36,31,20,63,139,90
926,39,30,10,363,412,90
927,73,84,20,366,431,90
928,49,31,10,839,893,90
929,34,46,20,975,1025,90
930,11,42,20,203,269,90
931,28,54,20,793,856,90
932,88,32,10,526,584,90
933,28,31,10,566,637,90
934,18,87,40,480,540,90
935,58,60,10,883,937,90
936,5,42,40,81,158,90
937,34,20,40,582,645,90
938,10,32,30,757,814,90
939,98,26,30,383,455,90
940,31,39,10,1060,1132,90
941,46,6,20,273,327,90
942,34,73,10,0,70,90
943,64,58,10,857,902,90
944,92,37,20,757,827,90
945,70,56,20,277,347,90
946,21,55,10,252,312,90
947,73,53,30,541,599,90
948,85,30,20,136,203,90
949,97,40,20,219,292,90
950,56,73,20,113,157,90
951,88,29,20,118,201,90
952,8,40,20,694,762,90
953,51,44,10,86,140,90
954,30,54,20,548,594,90
955,54,36,50,323,384,90
956,43,66,10,264,315,90
957,34,30,10,16,91,90
958,36,71,10,439,494,90
959,15,78,20,226,296,90
960,59,54,10,697,765,90
961,69,52,10,232,292,90
962,32,33,10,229,278,90
963,61,61,30,666,736,90
964,86,41,30,38,118,90
965,43,70,10,682,719,90
966,14,60,10,61,114,90
967,63,52,10,32,104,90
968,42,62,20,568,638,90
969,49,46,10,60,122,90
970,27,40,20,108,195,90
971,25,39,10,1042,1111,90
972,100,33,10,798,865,90
973,48,23,10,740,787,90
974,71,56,20,485,539,90
975,12,29,20,224,270,90
976,52,26,10,404,444,90
977,54,39,10,96,165,90
978,31,44,10,55,132,90
979,63,55,20,480,540,90
980,60,83,30,212,251,90
981,44,32,10,700,744,90
982,50,36,10,966,1022,90
983,53,35,10,839,896,90
984,60,55,10,201,258,90
985,52,31,10,614,673,90
986,46,65,10,63,153,90
