CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
696,65,83,30,170,220,90
697,50,37,10,55,112,90
698,66,83,20,303,378,90
699,65,58,10,713,793,90
700,12,33,20,855,905,90
701,57,74,30,704,754,90
702,25,47,10,336,398,90
703,90,29,10,1005,1070,90
704,47,80,30,845,903,90
705,26,23,10,533,594,90
706,47,33,10,95,160,90
707,32,28,10,926,974,90
708,43,70,20,661,736,90
709,75,57,20,755,796,90
710,32,62,10,432,490,90
711,44,32,10,21,73,90
712,29,26,10,691,731,90
713,28,58,10,631,706,90
714,63,56,10,197,258,90
715,85,23,10,857,938,90
716,26,51,10,271,322,90
717,1,41,20,406,447,90
718,18,57,10,274,330,90
719,0,44,30,367,407,90
720,8,42,30,491,538,90
721,91,36,10,666,724,90
722,39,3,30,505,550,90
723,28,29,10,604,664,90
724,22,82,20,6,81,90
725,35,35,10,137,216,90
726,33,4,30,371,424,90
727,34,39,10,308,359,90
728,29,33,30,71,146,90
729,26,72,30,18,70,90
730,56,83,30,845,883,90
731,39,69,10,765,812,90
732,53,46,10,961,1025,90
733,65,56,10,936,1014,90
734,73,55,20,369,424,90
735,69,60,30,557,627,90
736,60,84,20,722,789,90
737,30,57,10,303,337,90
738,56,76,30,146,199,90
739,22,53,10,99,163,90
740,51,38,10,869,927,90
741,59,51,10,587,651,90
742,26,55,20,828,901,90
743,29,57,10,771,830,90
744,96,31,20,714,787,90
745,46,81,10,749,830,90
746,36,71,10,308,360,90
747,61,63,30,680,738,90
748,0,35,30,429,475,90
749,9,39,40,131,190,90
750,84,22,10,802,848,90
751,33,7,20,212,275,90
752,36,17,10,636,722,90
753,33,65,10,458,510,90
754,16,37,30,0,72,90
755,46,78,20,621,710,90
756,4,41,10,665,732,90
757,16,92,40,392,425,90
758,36,66,10,131,197,90
759,27,55,10,422,482,90
760,47,35,10,716,768,90
761,65,51,10,655,712,90
762,25,58,10,655,741,90
763,44,38,50,174,229,90
764,54,33,10,478,535,90
765,44,69,10,704,757,90
766,39,16,10,16,91,90
767,95,29,10,443,514,90
768,37,31,10,273,323,90
769,19,80,10,314,377,90
770,90,28,10,500,572,90
771,45,25,10,730,772,90
772,27,33,10,949,999,90
773,3,56,10,919,974,90
774,6,39,10,1042,1091,90
775,75,55,20,350,397,90
776,63,61,30,653,701,90
777,32,27,10,436,498,90
778,26,34,10,574,623,90
779,68,57,20,87,155,90
780,4,41,30,136,193,90
781,9,46,20,754,816,90
782,89,33,20,257,317,90
783,32,75,10,573,647,90
784,58,81,30,1001,1061,90
785,54,29,10,612,676,90
786,25,32,10,332,394,90
787,75,65,20,527,596,90
788,52,85,20,933,1005,90
789,25,34,10,847,913,90
790,32,51,20,952,993,90
791,20,92,40,453,506,90
792,11,46,20,714,784,90
793,39,68,30,834,877,90
794,55,76,10,747,823,90
795,29,38,10,514,564,90
796,81,38,10,690,756,90
797,92,35,10,567,621,90
798,45,36,10,927,968,90
799,7,47,40,74,179,90
800,73,52,10,277,337,90
801,51,35,10,566,627,90
802,21,25,10,709,781,90
803,32,0,30,405,464,90
804,34,6,20,583,663,90
805,29,37,10,760,820,90
806,27,18,10,648,733,90
807,35,28,10,278,331,90
808,40,4,20,698,755,90
809,28,34,10,1047,1122,90
810,0,41,10,471,520,90
811,70,64,20,427,505,90
812,35,53,20,121,185,90
813,39,41,10,407,470,90
814,37,3,20,583,645,90
815,16,77,20,561,631,90
816,38,46,10,50,109,90
817,1,38,30,153,198,90
818,26,48,20,924,966,90
819,49,27,20,242,295,90
820,48,25,10,636,677,90
821,17,84,10,269,346,90
822,53,40,10,38,89,90
823,32,66,10,441,494,90
824,49,35,50,148,193,90
825,50,35,10,831,889,90
826,22,32,10,649,704,90
827,65,64,30,163,215,90
828,11,86,10,638,691,90
829,35,30,10,303,365,90
830,47,33,20,265,323,90
831,34,23,10,645,724,90
832,18,88,20,621,684,90
833,23,50,10,628,716,90
834,35,30,10,164,235,90
835,34,37,10,574,628,90
836,15,36,40,69,139,90
837,24,55,20,782,861,90
838,50,46,10,14,74,90
839,38,66,10,676,724,90
840,77,60,10,211,269,90
841,10,39,40,64,114,90
842,16,51,10,33,118,90
843,44,8,30,28,79,90
844,64,64,30,567,634,90
845,29,57,10,796,850,90
846,55,70,30,849,890,90
847,26,40,10,872,938,90
848,18,85,40,371,419,90
849,25,74,10,566,624,90
850,42,5,30,375,427,90
851,54,35,50,238,283,90
852,30,27,20,48,132,90
853,17,71,10,304,365,90
854,35,7,20,543,614,90
855,34,71,10,156,207,90
856,16,80,20,162,244,90
857,80,22,10,766,824,90
858,28,55,20,887,923,90
859,0,46,20,685,742,90
860,26,45,20,942,990,90
861,66,51,10,756,817,90
862,64,61,30,952,1003,90
863,89,30,20,61,132,90
864,62,60,30,305,370,90
865,46,70,20,238,302,90
866,68,64,30,458,518,90
867,3,32,10,360,424,90
868,27,55,20,588,638,90
869,40,12,40,203,277,90
870,3,42,10,715,774,90
871,22,79,10,250,302,90
872,29,51,40,197,258,90
873,84,39,20,751,828,90
874,59,70,20,4,48,90
875,30,30,10,823,901,90
876,29,53,20,932,978,90
877,47,62,20,182,221,90
878,62,50,10,233,286,90
879,39,7,30,76,137,90
880,31,31,10,14,80,90
881,32,40,10,1028,1108,90
882,67,58,10,136,201,90
883,30,53,10,744,785,90
884,62,68,10,852,897,90
885,26,55,20,901,948,90
886,31,31,10,652,709,90
887,8,42,30,0,57,90
888,47,35,10,803,846,90
889,58,73,10,1019,1061,90
890,67,62,30,579,634,90
891,18,86,40,912,951,90
892,37,7,30,388,420,90
893,69,58,20,776,837,90
894,10,41,40,567,653,90
895,92,33,10,476,553,90
896,54,79,10,669,748,90
897,96,24,30,768,834,90
898,26,36,10,888,932,90
899,26,50,10,624,688,90
900,35,67,10,467,524,90
901,83,17,10,808,850,90
902,46,36,20,14,83,90
903,24,50,10,561,630,90
904,38,64,10,656,714,90
905,23,92,10,587,654,90
906,2,51,30,452,501,90
907,23,27,10,762,835,90
908,29,72,10,460,526,90
909,20,70,20,584,653,90
910,31,35,10,1059,1139,90
911,32,81,10,628,695,90
912,41,42,10,868,921,90
913,42,41,10,6,71,90
914,3,53,10,674,726,90
915,67,61,20,403,477,90
916,48,37,20,228,278,90
917,53,79,10,716,788,90
918,24,23,10,474,541,90
919,68,60,10,175,252,90
920,50,39,50,153,184,90
921,92,29,10,192,264,90
922,70,59,20,1017,1063,90
923,78,31,10,810,862,90
924,65,59,10,203,268,90
925,48,44,10,0,65,90
926,24,36,10,909,948,90
927,36,65,10,890,946,90
928,43,22,10,129,187,90
929,45,69,10,899,952,90
930,43,16,40,47,99,90
931,74,53,20,363,421,90
932,94,26,30,461,531,90
933,71,59,20,100,162,90
934,1,42,30,470,513,90
935,5,40,20,193,233,90
936,30,59,20,808,886,90
937,26,33,10,511,577,90
938,38,63,20,651,722,90
939,49,40,10,96,147,90
940,4,46,10,251,296,90
941,15,75,40,401,439,90
942,21,79,40,387,437,90
943,59,41,50,384,452,90
944,67,80,10,1008,1056,90
945,45,79,10,721,812,90
946,26,52,40,755,808,90
947,3,39,10,852,897,90
948,0,33,10,288,342,90
949,39,33,10,886,935,90
950,63,58,10,810,864,90
951,14,37,30,0,73,90
952,15,74,10,578,608,90
953,0,36,30,410,447,90
954,27,34,10,512,572,90
955,31,52,10,0,54,90
956,57,80,10,771,845,90
957,51,63,30,817,847,90
958,86,33,30,429,508,90
959,45,36,20,237,292,90
960,3,53,20,685,751,90
961,31,31,30,406,468,90
962,76,59,20,355,404,90
963,6,46,20,427,473,90
964,26,34,10,0,65,90
965,12,33,20,1021,1051,90
966,0,46,20,276,343,90
967,31,32,10,833,895,90
968,40,62,20,1012,1096,90
969,33,5,20,601,669,90
970,66,52,30,561,620,90
971,89,34,10,512,573,90
972,86,26,10,483,567,90
973,85,31,10,737,800,90
974,54,72,20,704,763,90
975,89,32,10,161,230,90
976,18,70,30,26,77,90
977,91,31,10,645,709,90
978,61,58,10,723,790,90
979,47,40,10,0,59,90
980,52,39,10,946,1006,90
981,42,23,10,98,163,90
982,41,11,10,644,738,90
983,18,76,20,211,285,90
984,21,82,10,625,681,90
985,0,38,30,439,475,90
986,34,10,10,596,685,90
