CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
215,41,74,10,818,865,90
216,53,83,20,652,733,90
217,42,72,20,228,297,90
218,63,57,10,823,885,90
219,42,67,10,7,55,90
220,58,83,20,541,629,90
221,18,62,10,423,488,90
222,45,64,10,683,746,90
223,35,34,10,562,620,90
224,33,29,10,571,624,90
225,51,73,30,811,846,90
226,47,64,10,954,1012,90
227,0,41,30,11,60,90
228,40,12,40,255,335,90
229,34,79,10,551,613,90
230,47,33,10,1035,1092,90
231,43,62,10,0,50,90
232,25,57,40,189,236,90
233,23,53,10,456,515,90
234,24,54,20,844,897,90
235,22,57,10,777,864,90
236,81,20,10,911,971,90
237,48,45,10,35,86,90
238,50,35,20,243,311,90
239,31,49,20,808,877,90
240,24,34,10,759,826,90
241,24,90,20,653,715,90
242,49,41,50,137,183,90
243,19,31,10,771,829,90
244,80,32,10,231,283,90
245,55,83,30,876,944,90
246,64,52,30,542,596,90
247,47,72,10,1020,1071,90
248,43,67,20,798,879,90
249,37,5,30,59,121,90
250,42,19,10,93,158,90
251,8,42,20,752,824,90
252,65,87,30,537,592,90
253,65,83,40,470,517,90
254,52,38,50,259,315,90
255,41,1,30,647,700,90
256,19,31,20,98,139,90
257,57,81,20,19,80,90
258,73,50,10,242,304,90
259,49,68,20,1000,1070,90
260,52,32,10,412,479,90
261,39,68,10,0,58,90
262,25,32,10,923,973,90
263,39,2,30,487,543,90
264,20,28,10,684,745,90
265,92,35,10,561,635,90
266,25,58,10,637,713,90
267,84,28,10,621,681,90
268,50,35,10,637,696,90
269,23,85,40,426,502,90
270,96,30,30,375,446,90
271,34,29,10,274,332,90
272,44,7,20,254,318,90
273,33,29,30,441,497,90
274,66,80,10,301,343,90
275,58,80,10,699,770,90
276,20,78,40,401,458,90
277,22,35,10,752,829,90
278,21,32,10,973,1053,90
279,48,34,10,939,994,90
280,32,0,30,508,564,90
281,52,43,50,223,271,90
282,62,54,10,724,781,90
283,42,9,30,385,435,90
284,65,54,10,657,727,90
285,64,82,40,508,555,90
286,27,28,10,813,887,90
287,97,26,10,548,612,90
288,18,78,10,284,358,90
289,80,64,10,752,828,90
290,36,7,30,422,490,90
291,2,40,30,434,468,90
292,66,63,30,601,665,90
293,47,68,10,79,169,90
294,84,29,10,193,263,90
295,33,34,10,764,822,90
296,40,6,40,189,265,90
297,35,10,40,385,447,90
298,21,53,20,544,602,90
299,16,40,20,133,163,90
300,63,75,30,172,211,90
301,40,6,30,413,463,90
302,42,69,10,896,958,90
303,10,39,10,671,733,90
304,45,66,10,511,601,90
305,12,51,10,672,720,90
306,35,29,20,484,571,90
307,17,49,40,239,283,90
308,50,27,10,645,713,90
309,26,35,10,630,702,90
310,41,34,10,267,309,90
311,23,73,20,123,168,90
312,52,38,10,652,712,90
313,30,56,20,862,933,90
314,26,57,10,841,911,90
315,58,79,30,546,603,90
316,54,27,10,489,545,90
317,25,34,10,1038,1095,90
318,43,35,10,831,862,90
319,50,70,30,835,875,90
320,40,67,20,50,117,90
321,33,7,30,475,539,90
322,25,54,20,548,599,90
323,32,74,10,628,711,90
324,44,30,10,484,548,90
325,84,37,20,91,147,90
326,91,36,10,243,307,90
327,45,38,10,71,128,90
328,20,26,10,862,921,90
329,43,80,30,303,361,90
330,64,85,10,85,145,90
331,55,67,10,835,893,90
332,26,29,10,74,138,90
333,57,32,50,153,205,90
334,35,2,30,466,525,90
335,31,81,10,716,769,90
336,40,53,20,935,994,90
337,63,87,10,984,1044,90
338,47,35,10,876,932,90
339,53,64,10,481,527,90
340,30,32,10,1003,1077,90
341,21,36,10,936,995,90
342,51,36,10,938,984,90
343,36,6,20,569,631,90
344,16,79,30,607,683,90
345,35,5,20,559,626,90
346,91,33,10,232,291,90
347,66,55,30,622,682,90
348,45,67,20,1036,1113,90
349,21,56,10,339,373,90
350,0,39,30,382,433,90
351,49,27,50,380,438,90
352,18,73,20,1063,1118,90
353,67,58,10,752,841,90
354,11,50,20,761,830,90
355,42,32,10,760,807,90
356,31,56,20,883,931,90
357,89,33,30,916,1010,90
358,19,77,40,402,464,90
359,18,60,20,909,966,90
360,25,52,10,48,128,90
361,57,31,10,446,502,90
362,29,40,10,0,66,90
363,43,33,10,702,744,90
364,19,80,40,383,450,90
365,53,57,10,470,537,90
366,44,68,20,159,226,90
367,38,4,20,160,231,90
368,17,86,10,242,310,90
369,25,59,40,178,234,90
370,28,90,10,520,575,90
371,76,58,20,424,472,90
372,32,29,10,77,148,90
373,19,79,40,444,513,90
374,49,27,10,495,552,90
375,86,26,10,470,533,90
376,26,53,20,575,645,90
377,42,17,10,147,212,90
378,63,82,40,874,926,90
379,12,39,40,1004,1067,90
380,53,38,10,82,136,90
381,28,54,20,813,893,90
382,48,35,20,244,309,90
383,58,83,30,162,208,90
384,33,71,10,905,966,90
385,35,20,40,76,128,90
386,53,72,20,102,134,90
387,94,31,10,32,95,90
388,49,4,20,335,400,90
389,45,64,20,1034,1112,90
390,4,35,10,267,318,90
391,12,48,10,528,572,90
392,57,79,30,188,231,90
393,23,76,30,868,927,90
394,30,46,10,653,745,90
395,61,52,10,0,68,90
396,74,59,20,434,495,90
397,30,33,10,1018,1090,90
398,69,59,20,378,428,90
399,58,66,30,643,707,90
400,47,25,10,564,629,90
401,91,25,10,1069,1121,90
402,39,9,40,179,245,90
403,8,71,10,262,335,90
404,49,60,10,1055,1099,90
405,48,38,10,1018,1076,90
406,47,40,10,909,976,90
407,48,37,10,740,804,90
408,32,39,30,969,1033,90
409,72,49,20,997,1049,90
410,55,29,10,683,736,90
411,54,37,20,265,318,90
412,13,75,20,143,178,90
413,60,56,10,620,678,90
414,62,85,10,281,330,90
415,40,65,10,471,528,90
416,24,38,10,1036,1100,90
417,29,29,10,156,220,90
418,46,38,10,35,78,90
419,26,50,40,1007,1062,90
420,46,37,10,44,118,90
421,36,78,10,492,546,90
422,27,82,10,638,685,90
423,7,46,20,761,814,90
424,5,48,10,976,1019,90
425,43,67,10,910,970,90
426,42,43,10,61,109,90
427,63,81,20,373,442,90
428,34,15,10,88,154,90
429,63,75,10,330,384,90
430,17,49,10,370,426,90
431,2,40,20,582,640,90
432,25,29,10,226,281,90
433,57,90,20,602,680,90
434,26,57,40,728,789,90
435,44,66,10,331,384,90
436,41,65,20,210,279,90
437,27,33,10,940,994,90
438,31,23,10,949,1008,90
439,19,53,10,608,691,90
440,54,34,50,325,382,90
441,33,36,10,567,623,90
442,48,32,10,639,699,90
443,46,74,20,566,645,90
444,38,13,40,66,112,90
445,66,61,30,474,535,90
446,32,37,10,1029,1103,90
447,37,32,10,347,388,90
448,25,56,10,803,854,90
449,35,66,20,577,660,90
450,70,61,10,726,802,90
451,24,43,10,969,1019,90
452,0,49,10,618,665,90
453,59,56,10,437,498,90
454,69,66,30,504,565,90
455,93,24,10,701,758,90
456,27,31,10,963,1022,90
457,72,54,10,142,213,90
458,77,56,20,395,443,90
459,17,82,10,718,781,90
460,23,63,10,429,480,90
461,64,65,10,868,925,90
462,24,46,40,139,193,90
463,14,85,10,298,370,90
464,50,38,10,429,487,90
465,5,47,20,564,624,90
466,42,10,40,202,267,90
467,67,76,10,357,412,90
468,70,50,10,178,239,90
469,24,54,10,726,774,90
470,62,44,20,48,113,90
471,56,92,20,688,767,90
472,55,30,20,252,308,90
473,91,30,10,460,524,90
474,17,79,40,664,705,90
475,65,55,10,156,226,90
476,51,47,50,174,240,90
477,44,61,10,33,101,90
478,91,35,20,277,344,90
479,21,60,10,97,165,90
480,68,60,30,592,651,90
481,15,66,20,86,145,90
482,57,79,10,135,195,90
483,49,58,10,534,601,90
484,44,66,30,784,830,90
485,55,30,20,264,312,90
486,60,32,10,469,524,90
487,44,14,40,2,55,90
488,87,35,10,180,232,90
489,63,57,30,648,718,90
490,45,38,10,29,66,90
491,5,39,30,70,130,90
492,47,62,20,1036,1097,90
493,30,38,30,575,644,90
494,76,51,10,283,364,90
495,64,53,10,192,252,90
496,70,62,20,697,762,90
497,60,80,10,115,186,90
498,36,69,20,187,247,90
499,59,75,20,55,105,90
500,23,30,10,1049,1118,90
501,27,49,10,82,162,90
502,32,36,10,10,77,90
503,48,31,10,497,544,90
504,85,30,10,570,634,90
505,43,66,10,920,967,90
506,21,81,20,699,762,90
507,34,33,10,8,68,90
508,23,30,10,691,751,90
509,45,69,20,995,1085,90
510,51,66,20,1017,1090,90
511,42,63,20,969,1041,90
512,59,27,10,442,503,90
513,52,34,20,719,782,90
514,53,69,10,347,386,90
515,39,71,10,447,497,90
516,14,76,20,526,568,90
517,68,60,20,54,119,90
518,16,75,20,262,332,90
519,28,47,40,559,610,90
520,46,39,10,102,163,90
521,25,79,30,51,122,90
522,55,33,10,426,485,90
523,17,82,40,773,824,90
524,58,84,10,113,173,90
525,0,37,10,184,240,90
526,60,56,10,337,394,90
527,43,59,10,909,961,90
528,48,67,10,934,1014,90
529,30,52,20,787,848,90
530,56,85,20,661,743,90
531,68,78,30,297,381,90
532,3,45,20,420,475,90
533,29,56,10,0,72,90
534,27,51,40,207,254,90
535,68,56,20,1,67,90
536,58,61,10,79,141,90
537,0,39,20,558,608,90
538,18,75,30,17,79,90
539,28,46,20,836,902,90
540,34,60,10,140,199,90
541,70,54,10,285,346,90
542,23,86,20,666,728,90
543,53,33,10,671,733,90
544,66,60,30,814,879,90
545,95,41,20,197,264,90
546,73,56,10,240,305,90
547,68,86,10,300,357,90
548,25,75,30,0,64,90
549,35,71,10,545,625,90
550,41,18,10,468,529,90
551,35,5,30,229,295,90
552,29,34,10,302,368,90
553,32,30,10,495,558,90
554,52,32,50,226,282,90
555,85,34,10,981,1041,90
556,57,39,50,335,405,90
557,6,50,10,725,767,90
558,47,36,10,1010,1095,90
559,50,37,50,133,175,90
560,21,84,40,535,589,90
561,14,39,30,0,75,90
562,13,77,20,240,311,90
563,48,3,20,290,343,90
564,32,56,20,956,1010,90
565,9,45,30,0,65,90
566,69,67,20,416,491,90
567,79,55,20,359,416,90
568,43,72,30,431,478,90
569,58,74,10,341,401,90
570,18,77,20,108,166,90
571,70,57,20,865,917,90
572,23,51,10,618,702,90
573,40,71,10,910,973,90
574,51,27,10,489,569,90
575,84,26,10,755,805,90
576,26,44,10,444,522,90
577,91,26,10,535,612,90
578,80,23,10,400,436,90
579,22,26,10,723,798,90
580,31,47,10,605,685,90
581,30,53,10,554,636,90
582,51,79,10,810,881,90
583,76,57,20,411,456,90
584,46,38,10,323,407,90
585,43,7,40,184,254,90
586,71,59,10,749,824,90
587,55,35,10,458,502,90
588,31,56,20,918,972,90
589,25,52,40,132,172,90
590,64,79,10,255,312,90
591,22,82,40,362,402,90
592,33,83,20,721,792,90
593,78,28,10,203,273,90
594,51,68,20,1013,1084,90
595,63,83,10,286,330,90
596,45,8,40,227,293,90
597,34,65,10,184,239,90
598,47,39,50,201,247,90
599,27,38,10,724,798,90
600,40,71,10,528,615,90
601,70,80,10,529,583,90
602,36,69,10,489,541,90
603,66,55,20,121,177,90
604,24,30,10,660,722,90
605,82,26,10,268,316,90
606,50,33,10,243,297,90
607,1,31,30,478,527,90
608,49,39,10,1021,1067,90
609,19,73,20,216,290,90
610,53,34,50,676,721,90
611,40,40,10,62,109,90
612,36,64,10,346,389,90
613,40,11,40,188,274,90
614,54,37,10,23,85,90
615,28,82,20,663,720,90
616,14,81,20,149,233,90
617,67,85,10,275,330,90
618,28,53,40,186,229,90
619,2,33,20,994,1062,90
620,36,72,10,582,657,90
621,25,34,10,944,994,90
622,21,72,20,939,973,90
623,28,28,10,869,944,90
624,60,51,10,80,149,90
625,31,35,20,126,208,90
626,46,42,10,113,162,90
627,69,59,30,565,609,90
628,63,53,30,582,652,90
629,65,84,10,76,149,90
630,29,88,20,639,726,90
631,23,80,20,167,233,90
632,25,31,10,506,574,90
633,45,66,10,725,770,90
634,53,30,50,365,431,90
635,61,82,10,289,345,90
636,65,65,30,583,649,90
637,15,72,20,188,270,90
638,88,36,10,185,252,90
639,29,88,20,669,731,90
640,31,33,10,1077,1146,90
641,98,25,30,565,648,90
642,61,80,40,470,516,90
643,100,40,10,529,619,90
644,40,62,10,0,61,90
645,45,65,30,497,553,90
646,95,38,20,62,122,90
647,61,80,10,240,293,90
648,90,30,20,110,168,90
649,41,61,20,403,477,90
650,22,77,40,393,438,90
651,88,30,10,344,408,90
652,52,37,20,309,354,90
653,46,36,10,0,57,90
654,90,36,20,117,185,90
655,34,32,10,242,290,90
656,45,10,10,69,127,90
657,34,58,10,339,385,90
658,31,34,10,7,66,90
659,75,54,10,296,376,90
660,80,50,20,369,409,90
661,37,77,10,288,361,90
662,82,54,10,267,356,90
663,14,48,10,205,276,90
664,23,35,10,849,905,90
665,62,85,40,1034,1071,90
666,91,34,30,356,423,90
667,1,31,10,604,672,90
668,49,39,10,76,149,90
669,49,68,10,725,774,90
670,54,64,10,821,876,90
671,50,41,10,12,78,90
672,93,24,10,680,741,90
673,26,81,40,352,407,90
674,39,5,30,437,517,90
675,28,39,10,965,1033,90
676,61,60,30,456,522,90
677,38,32,10,266,323,90
678,60,29,10,238,287,90
679,42,4,30,451,512,90
680,23,81,40,734,788,90
681,12,82,40,450,503,90
682,11,34,20,226,260,90
683,22,86,10,498,552,90
684,61,67,30,102,165,90
685,34,30,10,556,614,90
686,46,31,10,884,938,90
687,13,77,20,209,283,90
688,55,82,10,95,144,90
689,42,3,30,378,434,90
690,33,62,10,329,387,90
691,34,54,20,699,766,90
692,23,57,20,529,590,90
693,19,73,30,74,117,90
694,31,31,10,161,243,90
695,42,3,20,534,610,90
696,100,33,30,417,491,90
697,32,45,10,12,70,90
698,88,21,10,524,600,90
699,64,65,30,635,701,90
700,89,36,20,309,383,90
701,33,34,10,93,161,90
702,31,64,10,6,61,90
703,8,37,20,158,198,90
704,27,50,10,46,128,90
705,53,25,10,582,656,90
706,33,22,10,691,734,90
707,43,33,10,864,919,90
708,30,30,10,150,234,90
709,58,82,10,128,185,90
710,31,69,10,380,435,90
711,66,57,10,380,447,90
712,35,51,20,957,1009,90
713,26,54,20,561,609,90
714,77,52,20,964,1020,90
715,61,79,20,422,495,90
716,22,85,30,54,121,90
717,42,29,10,122,152,90
718,37,72,10,38,80,90
719,49,69,10,446,501,90
720,66,61,20,491,565,90
721,46,31,10,743,782,90
722,65,83,20,621,683,90
723,48,62,10,180,262,90
724,45,63,20,327,379,90
725,52,75,30,798,856,90
726,11,43,40,242,299,90
727,14,89,10,280,344,90
728,31,37,10,101,160,90
729,15,77,20,201,278,90
730,83,25,10,784,848,90
731,26,27,10,248,319,90
732,68,49,10,179,248,90
733,49,47,10,125,182,90
734,32,54,20,841,904,90
735,66,46,10,193,257,90
736,35,64,10,726,783,90
737,61,58,30,695,747,90
738,36,68,10,350,407,90
739,35,51,10,62,116,90
740,72,54,10,249,327,90
741,90,35,30,397,462,90
742,23,56,20,552,586,90
743,52,37,50,628,690,90
744,31,32,10,331,385,90
745,26,80,10,578,626,90
746,40,59,20,169,246,90
747,40,9,40,108,167,90
748,70,61,10,278,352,90
749,57,83,10,102,151,90
750,87,28,20,921,977,90
751,38,49,10,50,112,90
752,47,69,10,729,770,90
753,38,65,20,289,357,90
754,43,14,10,136,218,90
755,21,31,10,846,898,90
756,25,54,20,367,406,90
757,76,27,10,437,504,90
758,45,33,10,288,330,90
759,23,81,40,275,336,90
760,44,70,10,886,951,90
761,5,84,10,301,362,90
762,49,39,10,452,517,90
763,42,65,20,656,728,90
764,33,4,30,370,418,90
765,97,32,30,380,465,90
766,43,38,10,884,933,90
767,72,60,10,304,357,90
768,0,35,20,390,446,90
769,81,26,10,774,823,90
770,43,28,10,593,664,90
771,48,32,10,907,959,90
772,26,83,40,411,464,90
773,69,54,10,148,222,90
774,56,71,10,859,909,90
775,38,29,10,453,514,90
776,37,29,30,1075,1141,90
777,65,72,30,544,609,90
778,20,88,40,825,877,90
779,68,59,20,94,151,90
780,39,35,10,80,151,90
781,66,86,10,30,92,90
782,28,54,10,793,823,90
783,49,34,10,845,886,90
784,38,60,10,0,51,90
785,53,3,20,353,415,90
786,44,71,10,919,974,90
787,58,87,30,320,384,90
788,99,21,30,352,438,90
789,34,35,10,158,235,90
790,12,45,40,89,157,90
791,75,58,20,516,589,90
792,47,15,10,641,722,90
793,38,70,20,635,710,90
794,25,57,10,502,560,90
795,28,39,10,480,549,90
796,44,12,10,124,201,90
797,59,86,20,693,772,90
798,38,74,20,575,666,90
799,55,32,10,469,520,90
800,48,36,20,294,348,90
801,25,35,10,757,826,90
802,0,35,10,275,347,90
803,18,78,10,301,360,90
804,66,90,40,466,508,90
805,55,72,10,731,798,90
806,17,74,40,381,432,90
807,14,83,10,291,368,90
808,52,25,50,399,451,90
809,40,18,10,648,728,90
810,95,30,10,401,463,90
811,40,61,20,611,707,90
812,72,50,10,277,354,90
813,39,76,10,849,898,90
814,86,37,30,55,123,90
815,88,45,20,42,99,90
816,61,76,10,112,181,90
817,55,78,10,765,848,90
818,38,0,20,571,635,90
819,62,32,50,306,365,90
820,25,58,20,893,936,90
821,59,66,10,914,973,90
822,79,38,20,1094,1140,90
823,26,28,10,717,768,90
824,7,38,20,739,801,90
825,65,56,30,631,707,90
826,10,41,40,134,204,90
827,38,34,10,335,399,90
828,15,34,40,94,161,90
829,46,75,10,877,925,90
830,17,75,30,43,106,90
831,34,22,30,472,530,90
832,40,68,20,1073,1136,90
833,69,62,30,640,703,90
834,64,53,10,80,153,90
835,95,34,10,1023,1105,90
836,25,71,30,153,219,90
837,42,25,10,296,354,90
838,0,46,20,540,594,90
839,1,44,30,489,521,90
840,38,67,10,370,415,90
841,40,6,20,555,627,90
842,38,63,20,141,194,90
843,68,82,40,459,503,90
844,2,42,30,482,535,90
845,64,78,10,284,316,90
846,36,9,20,557,633,90
847,21,82,40,475,511,90
848,46,74,10,699,770,90
849,28,30,10,734,790,90
850,38,13,40,46,96,90
851,35,67,10,701,769,90
852,29,34,30,114,176,90
853,95,38,20,844,918,90
854,31,55,20,909,951,90
855,37,61,20,180,240,90
856,24,47,40,146,202,90
857,23,57,10,268,336,90
858,39,11,40,643,720,90
859,65,52,20,43,100,90
860,36,33,20,440,531,90
861,91,29,10,999,1059,90
862,68,63,30,508,561,90
863,21,46,10,333,375,90
864,54,77,10,65,114,90
865,37,77,30,928,977,90
866,35,28,10,605,667,90
867,44,69,30,807,854,90
868,40,5,30,394,457,90
869,83,39,30,578,654,90
870,0,46,20,434,499,90
871,93,34,20,303,354,90
872,11,39,20,193,225,90
873,25,55,10,39,113,90
874,65,53,30,535,596,90
875,63,59,30,611,667,90
876,19,78,40,33,71,90
877,20,85,10,309,385,90
878,15,83,10,229,278,90
879,29,29,10,786,856,90
880,39,20,10,134,194,90
881,14,38,30,221,285,90
882,18,82,20,204,268,90
883,45,42,10,768,815,90
884,47,37,50,336,397,90
885,38,5,30,767,809,90
886,71,88,20,289,367,90
887,0,42,20,565,631,90
888,30,51,10,791,841,90
889,40,69,10,522,578,90
890,21,31,10,780,838,90
891,6,38,20,33,87,90
892,23,30,10,590,647,90
893,72,54,10,463,548,90
894,72,56,10,966,1051,90
895,36,81,10,523,600,90
896,52,34,10,574,658,90
897,43,0,30,706,762,90
898,87,39,10,208,268,90
899,42,14,40,966,1018,90
900,19,80,30,0,70,90
901,69,54,20,425,489,90
902,43,69,10,723,771,90
903,45,2,20,326,391,90
904,28,35,10,566,634,90
905,18,87,40,412,454,90
906,73,54,10,260,342,90
907,43,0,30,470,519,90
908,26,87,10,553,610,90
909,65,61,10,749,803,90
910,69,56,10,209,275,90
911,32,50,10,197,244,90
912,91,33,10,209,265,90
913,47,38,10,870,930,90
914,30,26,10,627,692,90
915,28,28,20,118,201,90
916,17,35,10,829,892,90
917,68,60,20,119,171,90
918,30,32,10,837,904,90
919,30,67,20,244,317,90
920,21,86,10,1048,1103,90
921,26,31,10,927,1004,90
922,22,78,40,450,521,90
923,64,57,20,108,159,90
924,47,42,10,15,81,90
925,31,92,20,636,714,90
926,67,80,40,516,550,90
927,92,26,10,400,473,90
928,83,30,10,613,668,90
929,55,75,20,0,55,90
930,28,50,20,572,661,90
931,59,79,30,225,264,90
932,38,70,10,365,433,90
933,38,29,10,41,96,90
934,57,75,20,123,176,90
935,65,59,10,780,835,90
936,41,13,40,216,284,90
937,2,32,10,268,331,90
938,27,55,10,286,337,90
939,4,47,10,665,710,90
940,54,33,50,369,423,90
941,70,84,40,506,547,90
942,32,55,10,11,77,90
943,5,45,40,118,182,90
944,20,80,40,492,547,90
945,63,68,10,793,830,90
946,62,57,30,373,428,90
947,48,31,20,259,321,90
948,43,73,10,540,610,90
949,48,36,20,56,103,90
950,13,76,10,218,298,90
951,59,91,20,671,730,90
952,36,31,10,186,255,90
953,63,61,10,183,244,90
954,1,51,20,565,601,90
955,27,63,10,599,686,90
956,90,32,10,255,340,90
957,31,37,10,327,391,90
958,26,21,10,558,616,90
959,60,85,30,574,645,90
960,70,59,20,444,505,90
961,33,63,10,334,401,90
962,65,82,20,1057,1128,90
963,25,82,10,892,946,90
964,23,80,40,392,436,90
965,24,59,10,611,689,90
966,40,0,20,21,89,90
967,85,32,10,532,599,90
968,58,58,10,113,180,90
969,62,59,20,282,344,90
970,38,13,40,173,236,90
971,30,33,10,525,574,90
972,42,63,10,40,107,90
973,16,50,10,464,515,90
974,34,66,10,393,440,90
975,27,92,20,690,750,90
976,95,40,20,541,596,90
977,43,60,20,592,677,90
978,23,59,10,645,741,90
979,62,64,10,165,205,90
980,20,48,10,89,135,90
981,43,1,20,268,332,90
982,96,34,20,313,374,90
983,0,48,20,561,606,90
984,7,39,10,1077,1134,90
985,37,18,10,309,397,90
