CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
91,50,46,50,159,208,90
92,92,35,30,688,764,90
93,71,60,30,578,633,90
94,26,32,30,479,546,90
95,20,78,20,102,137,90
96,5,38,10,630,689,90
97,19,54,10,632,713,90
98,17,45,30,74,154,90
99,56,79,30,549,610,90
100,35,27,10,777,819,90
101,41,36,10,838,890,90
102,55,82,30,178,223,90
103,13,41,30,833,910,90
104,48,29,50,146,197,90
105,40,28,10,396,439,90
106,49,63,10,876,940,90
107,23,54,40,149,223,90
108,25,85,40,427,492,90
109,60,75,10,88,147,90
110,3,36,30,0,76,90
111,49,35,20,310,368,90
112,49,33,50,395,454,90
113,61,75,20,1009,1082,90
114,97,23,30,334,393,90
115,27,53,10,659,701,90
116,7,45,10,740,797,90
117,63,88,30,546,608,90
118,90,40,20,127,183,90
119,26,58,10,697,775,90
120,31,27,10,301,359,90
121,6,34,30,877,923,90
122,48,31,10,286,348,90
123,92,31,10,502,569,90
124,96,36,20,242,316,90
125,16,57,10,445,493,90
126,54,74,20,633,715,90
127,26,61,40,176,240,90
128,29,49,40,202,263,90
129,45,14,10,691,775,90
130,11,35,20,700,771,90
131,97,31,30,364,432,90
132,73,53,10,1040,1115,90
133,25,50,10,613,681,90
134,29,60,40,179,234,90
135,66,68,30,138,192,90
136,55,50,10,681,747,90
137,43,31,10,636,695,90
138,94,36,20,241,312,90
139,33,51,10,0,43,90
140,29,34,10,1077,1146,90
141,32,30,10,34,107,90
142,53,34,10,807,843,90
143,46,8,20,271,340,90
144,60,83,30,380,428,90
145,41,71,10,571,645,90
146,31,31,10,965,1025,90
147,0,42,20,393,443,90
148,42,38,10,826,862,90
149,12,77,10,510,572,90
150,10,49,40,114,191,90
151,53,29,10,574,642,90
152,70,82,20,392,462,90
153,62,66,10,694,770,90
154,37,69,20,571,661,90
155,59,73,10,120,178,90
156,94,36,30,444,525,90
157,30,23,10,806,869,90
158,33,66,10,48,121,90
159,35,72,10,413,488,90
160,51,24,10,538,619,90
161,29,23,10,511,568,90
162,18,88,40,611,653,90
163,4,43,20,380,440,90
164,22,77,40,355,407,90
165,74,50,10,17,96,90
166,8,43,40,854,919,90
167,50,84,10,774,838,90
168,32,55,20,925,980,90
169,31,50,10,141,214,90
170,40,69,20,599,683,90
171,20,47,10,330,375,90
172,22,31,10,868,931,90
173,41,3,10,814,884,90
174,34,30,10,19,86,90
175,51,69,30,816,857,90
176,4,43,20,378,427,90
177,70,59,30,511,566,90
178,23,84,10,621,662,90
179,36,71,10,632,693,90
180,19,79,20,594,653,90
181,62,78,40,461,511,90
182,64,78,10,233,275,90
183,19,81,40,1074,1114,90
184,58,85,20,619,684,90
185,54,46,10,39,102,90
186,53,32,10,472,533,90
187,0,50,20,1046,1094,90
188,28,38,10,825,888,90
189,35,28,10,548,613,90
190,42,68,10,19,80,90
191,22,69,20,117,167,90
192,14,54,10,406,461,90
193,91,28,10,467,553,90
194,1,51,20,1043,1113,90
195,11,36,40,620,700,90
196,27,30,10,628,700,90
197,4,50,10,111,172,90
198,60,58,10,747,806,90
199,44,14,40,8,63,90
200,41,10,10,50,139,90
201,75,60,10,330,395,90
202,37,28,20,56,121,90
203,33,33,10,410,461,90
204,83,29,10,620,679,90
205,28,28,10,620,677,90
206,38,12,40,22,80,90
207,42,28,10,677,715,90
208,0,36,10,513,572,90
209,33,33,20,893,974,90
210,30,24,10,485,537,90
211,41,66,20,213,270,90
212,94,37,30,400,455,90
213,44,78,20,234,303,90
214,15,87,10,626,662,90
215,39,41,10,2,73,90
216,63,56,10,42,107,90
217,45,28,10,217,263,90
218,70,57,20,473,547,90
219,32,28,10,0,61,90
220,29,40,10,33,108,90
221,74,60,20,414,483,90
222,64,76,20,389,467,90
223,35,8,30,329,391,90
224,53,40,50,161,204,90
225,9,36,40,528,597,90
226,40,67,20,406,466,90
227,15,73,30,428,486,90
228,65,89,40,437,472,90
229,91,38,20,290,351,90
230,65,55,20,125,189,90
231,1,39,30,504,546,90
232,31,35,20,85,181,90
233,31,53,20,949,1014,90
234,49,45,10,18,75,90
235,85,22,10,683,740,90
236,27,47,10,341,386,90
237,77,59,10,325,400,90
238,22,50,10,10,101,90
239,28,42,20,560,602,90
240,47,42,10,726,785,90
241,38,69,10,404,458,90
242,32,72,20,727,776,90
243,61,57,10,1058,1124,90
244,96,34,10,480,556,90
245,7,79,20,208,284,90
246,53,73,10,988,1026,90
247,20,46,20,512,564,90
248,61,54,20,70,126,90
249,25,65,10,521,569,90
250,43,40,10,122,186,90
251,65,84,30,184,226,90
252,21,43,10,900,960,90
253,58,88,30,138,183,90
254,44,75,30,832,879,90
255,24,88,10,590,647,90
256,11,80,20,140,207,90
257,63,60,10,831,877,90
258,0,42,20,1064,1113,90
259,42,70,10,730,780,90
260,41,70,30,870,913,90
261,46,26,20,73,152,90
262,20,37,10,906,973,90
263,39,66,20,608,694,90
264,0,38,30,423,457,90
265,34,33,10,398,448,90
266,69,82,40,506,562,90
267,32,75,10,436,495,90
268,70,85,30,1006,1047,90
269,58,60,10,728,783,90
270,23,60,10,644,712,90
271,89,26,10,689,759,90
272,59,58,10,744,810,90
273,50,35,10,835,884,90
274,23,48,40,181,244,90
275,13,39,40,68,152,90
276,85,42,30,41,121,90
277,63,83,10,750,798,90
278,20,84,10,612,646,90
279,36,70,10,530,582,90
280,26,54,20,903,960,90
281,51,84,20,314,381,90
282,93,25,10,484,558,90
283,50,39,10,0,54,90
284,56,56,10,853,908,90
285,47,77,10,16,70,90
286,37,43,20,538,620,90
287,22,85,40,468,533,90
288,27,51,40,243,305,90
289,73,60,10,268,351,90
290,30,32,10,211,282,90
291,24,51,10,399,451,90
292,19,46,10,1066,1146,90
293,46,2,20,247,325,90
294,17,91,40,424,479,90
295,84,34,10,503,580,90
296,49,25,10,762,821,90
297,50,33,10,56,112,90
298,98,29,30,900,968,90
299,43,77,10,749,834,90
300,44,43,10,101,145,90
301,65,56,30,688,761,90
302,39,77,10,468,520,90
303,29,63,10,866,924,90
304,40,69,10,567,646,90
305,23,52,10,286,344,90
306,66,84,10,255,296,90
307,18,88,40,794,835,90
308,41,68,10,534,584,90
309,74,77,40,461,492,90
310,28,35,10,838,896,90
311,91,34,10,642,691,90
312,72,80,20,497,566,90
313,26,28,10,948,1018,90
314,22,36,10,730,793,90
315,43,0,30,438,495,90
316,30,33,10,188,256,90
317,39,36,10,285,337,90
318,85,35,20,52,111,90
319,49,41,50,130,174,90
320,33,31,10,184,243,90
321,30,56,20,839,907,90
322,86,40,20,110,156,90
323,24,51,10,876,931,90
324,37,66,20,592,663,90
325,31,48,40,140,195,90
326,41,74,10,531,606,90
327,39,71,10,758,814,90
328,20,55,10,443,485,90
329,42,67,20,168,218,90
330,15,78,10,240,305,90
331,48,68,20,169,231,90
332,27,26,10,489,555,90
333,91,26,10,670,740,90
334,98,32,20,97,164,90
335,37,68,20,668,737,90
336,55,84,10,1000,1077,90
337,14,87,10,530,583,90
338,23,83,20,625,701,90
339,50,33,10,707,762,90
340,24,36,10,1037,1108,90
341,20,33,10,911,969,90
342,37,75,10,108,165,90
343,43,62,30,747,788,90
344,20,43,10,120,193,90
345,23,58,40,308,375,90
346,59,57,10,358,414,90
347,58,81,20,87,140,90
348,20,50,10,371,423,90
349,42,39,10,893,960,90
350,65,80,20,358,430,90
351,44,69,10,573,657,90
352,35,31,10,272,339,90
353,9,47,30,22,88,90
354,31,53,40,583,631,90
355,50,33,10,911,961,90
356,12,75,20,769,843,90
357,24,51,10,317,384,90
358,3,39,20,354,409,90
359,48,35,10,975,1034,90
360,74,56,10,143,202,90
361,13,77,20,808,888,90
362,28,85,40,467,526,90
363,62,64,10,863,907,90
364,73,83,40,504,556,90
365,41,66,20,213,269,90
366,67,79,40,23,65,90
367,94,26,30,363,433,90
368,10,42,30,40,120,90
369,24,39,10,1009,1073,90
370,35,30,10,178,242,90
371,51,90,20,635,713,90
372,61,58,20,123,180,90
373,45,9,20,749,799,90
374,4,39,30,496,541,90
375,0,38,20,729,775,90
376,83,40,30,30,100,90
377,21,74,20,78,126,90
378,21,54,10,497,559,90
379,44,2,40,165,225,90
380,60,85,30,193,223,90
381,63,83,30,177,223,90
382,42,61,10,905,959,90
383,41,33,10,563,635,90
384,58,83,20,667,760,90
385,32,27,10,558,632,90
386,36,36,10,37,106,90
387,42,63,10,0,58,90
388,18,77,30,44,115,90
389,47,65,20,119,181,90
390,28,57,20,605,662,90
391,48,67,30,881,930,90
392,26,25,10,686,744,90
393,27,26,10,608,659,90
394,26,49,10,180,250,90
395,25,73,20,107,158,90
396,68,59,20,398,460,90
397,70,81,10,218,265,90
398,54,26,10,1002,1058,90
399,36,70,20,176,230,90
400,25,44,10,118,194,90
401,53,75,30,132,171,90
402,91,36,10,478,566,90
403,28,38,10,896,952,90
404,53,60,10,821,880,90
405,24,49,10,426,484,90
406,29,34,10,977,1052,90
407,47,41,50,170,230,90
408,19,80,30,72,131,90
409,28,52,10,557,639,90
410,84,30,10,527,599,90
411,86,36,10,506,576,90
412,40,23,40,103,156,90
413,33,1,30,487,559,90
414,80,59,20,398,448,90
415,36,4,30,455,526,90
416,31,29,20,37,135,90
417,30,32,10,977,1035,90
418,26,51,20,885,924,90
419,14,38,30,212,289,90
420,45,69,10,726,776,90
421,32,35,10,624,682,90
422,35,29,20,67,147,90
423,16,60,10,226,281,90
424,63,82,10,245,289,90
425,52,62,10,811,866,90
426,27,21,10,430,487,90
427,44,36,10,640,691,90
428,49,0,20,246,302,90
429,41,0,20,1081,1138,90
430,44,67,20,956,1036,90
431,29,54,10,757,825,90
432,69,85,40,457,496,90
433,69,55,10,218,279,90
434,68,61,20,73,145,90
435,59,57,20,118,161,90
436,34,30,10,592,650,90
437,46,29,10,623,681,90
438,26,75,30,340,413,90
439,41,9,40,842,892,90
440,45,51,10,105,176,90
441,40,62,20,1027,1072,90
442,27,50,10,215,264,90
443,67,61,30,560,619,90
444,88,27,10,189,261,90
445,65,60,20,108,151,90
446,35,69,10,397,453,90
447,72,60,30,592,657,90
448,26,50,40,182,231,90
449,35,67,20,894,949,90
450,2,41,20,419,462,90
451,85,30,10,615,693,90
452,29,52,10,0,59,90
453,65,82,10,255,303,90
454,50,47,50,177,221,90
455,68,51,30,316,370,90
456,25,37,10,1031,1093,90
457,24,51,10,733,778,90
458,26,28,10,575,635,90
459,27,58,20,645,693,90
460,27,49,10,45,101,90
461,22,71,30,76,135,90
462,29,55,10,6,68,90
463,49,46,10,76,131,90
464,71,57,20,433,502,90
465,88,37,30,38,116,90
466,42,37,10,728,775,90
467,45,64,10,0,46,90
468,36,13,10,606,692,90
469,36,66,10,30,113,90
470,3,33,10,652,718,90
471,65,82,30,185,234,90
472,60,66,30,551,615,90
473,6,38,20,385,417,90
474,41,30,20,179,236,90
475,14,75,10,914,978,90
476,45,60,10,0,68,90
477,60,84,10,273,339,90
478,35,31,20,131,213,90
479,49,27,10,499,570,90
480,8,44,10,899,953,90
481,48,41,10,45,114,90
482,60,78,10,106,192,90
483,31,57,20,914,962,90
484,68,60,10,238,303,90
485,17,55,10,263,313,90
486,74,60,20,386,443,90
487,38,65,10,41,116,90
488,25,36,10,892,956,90
489,87,39,20,589,655,90
490,26,74,20,710,779,90
491,24,85,40,503,556,90
492,0,38,20,396,455,90
493,52,82,10,747,804,90
494,39,67,10,145,212,90
495,31,33,10,88,142,90
496,0,39,10,299,363,90
497,14,84,20,165,231,90
498,81,32,10,203,254,90
499,39,38,10,904,958,90
500,25,32,10,637,696,90
501,60,55,30,621,686,90
502,82,22,10,790,837,90
503,33,70,20,644,734,90
504,49,70,30,806,853,90
505,37,28,10,144,211,90
506,89,26,10,967,1001,90
507,43,15,40,0,60,90
508,63,68,20,89,134,90
509,46,72,10,822,872,90
510,24,47,10,55,124,90
511,39,27,10,679,733,90
512,49,34,10,542,582,90
513,14,36,20,485,525,90
514,27,33,10,592,660,90
515,54,37,50,489,545,90
516,23,39,10,1064,1138,90
517,8,36,30,69,149,90
518,44,59,10,27,109,90
519,0,45,20,554,616,90
520,0,43,20,430,478,90
521,2,40,20,542,593,90
522,45,31,20,269,329,90
523,44,34,10,183,248,90
524,26,51,10,1,50,90
525,6,39,10,170,224,90
526,83,28,10,1037,1123,90
527,8,31,20,187,224,90
528,8,42,10,635,683,90
529,31,69,10,289,352,90
530,36,72,10,416,462,90
531,52,76,10,745,822,90
532,61,88,40,463,510,90
533,32,2,20,759,832,90
534,73,56,10,1038,1121,90
535,25,36,30,478,534,90
536,5,42,40,30,108,90
537,66,58,30,631,685,90
538,31,29,10,328,382,90
539,5,32,20,112,151,90
540,32,47,10,172,230,90
541,93,18,10,811,884,90
542,67,89,40,503,564,90
543,31,23,10,216,288,90
544,44,29,10,529,608,90
545,68,63,30,617,690,90
546,70,55,10,993,1064,90
547,34,0,30,426,477,90
548,38,29,10,0,69,90
549,55,82,20,613,712,90
550,83,22,10,750,800,90
551,42,70,20,282,350,90
552,24,47,10,149,225,90
553,38,75,20,147,207,90
554,26,54,10,655,718,90
555,56,79,10,755,849,90
556,6,29,10,495,553,90
557,26,52,10,79,164,90
558,67,58,30,601,657,90
559,36,3,30,64,113,90
560,24,36,10,884,953,90
561,27,58,10,622,696,90
562,88,31,30,23,104,90
563,26,34,10,532,611,90
564,24,82,10,181,228,90
565,39,35,10,300,355,90
566,62,55,10,209,283,90
567,61,55,10,876,922,90
568,63,88,40,464,498,90
569,23,54,10,557,642,90
570,22,72,30,85,140,90
571,32,56,10,959,1019,90
572,77,59,30,517,569,90
573,97,37,20,269,341,90
574,45,66,10,933,982,90
575,24,80,20,687,749,90
576,41,69,10,42,124,90
577,45,66,10,106,184,90
578,30,57,40,162,231,90
579,28,59,10,553,602,90
580,66,85,30,197,244,90
581,71,55,10,306,394,90
582,0,38,30,455,499,90
583,66,79,20,400,479,90
584,27,28,10,601,653,90
585,47,12,10,244,312,90
586,26,85,20,748,831,90
587,37,2,20,535,583,90
588,42,6,30,385,430,90
589,42,30,10,277,338,90
590,40,62,20,195,244,90
591,49,35,10,491,556,90
592,50,67,20,381,451,90
593,37,36,10,993,1076,90
594,24,23,10,529,580,90
595,59,87,20,588,666,90
596,31,7,30,466,527,90
597,1,39,20,402,449,90
598,61,75,20,0,47,90
599,31,87,40,451,506,90
600,38,36,10,113,183,90
601,43,28,10,564,639,90
602,46,64,30,862,905,90
603,64,84,20,395,476,90
604,48,39,50,827,890,90
605,54,32,10,54,105,90
606,46,34,10,0,65,90
607,27,31,30,209,268,90
608,33,67,10,465,513,90
609,33,44,10,938,1001,90
610,15,66,20,227,304,90
611,37,10,40,82,144,90
612,29,54,10,40,91,90
613,21,78,40,350,393,90
614,89,28,10,514,590,90
615,66,58,10,689,762,90
616,30,46,10,1068,1126,90
617,19,78,40,934,984,90
618,28,35,10,1071,1134,90
619,21,76,30,0,73,90
620,29,49,10,75,154,90
621,61,86,30,872,938,90
622,25,49,10,566,640,90
623,48,36,10,827,860,90
624,24,56,10,788,871,90
625,29,35,10,728,780,90
626,37,13,10,614,690,90
627,34,61,20,561,607,90
628,25,78,40,389,448,90
629,29,50,10,735,771,90
630,40,71,20,258,327,90
631,24,46,10,172,230,90
632,32,40,10,0,53,90
633,57,55,10,42,104,90
634,83,33,30,22,100,90
635,4,38,20,114,161,90
636,24,70,20,84,134,90
637,26,53,20,368,446,90
638,57,30,50,355,403,90
639,14,78,20,132,187,90
640,55,39,50,556,596,90
641,61,57,30,686,740,90
642,27,54,10,49,128,90
643,66,89,20,858,939,90
644,34,11,10,662,746,90
645,35,36,10,134,207,90
646,23,84,10,254,332,90
647,19,53,20,539,594,90
648,32,7,30,140,201,90
649,31,34,10,1069,1146,90
650,39,71,20,178,256,90
651,49,42,50,107,151,90
652,40,76,10,505,562,90
653,68,62,30,522,583,90
654,62,84,40,946,997,90
655,49,28,10,492,581,90
656,24,51,10,61,140,90
657,22,82,40,369,414,90
658,23,79,30,0,56,90
659,26,57,10,742,806,90
660,74,59,20,84,137,90
661,54,16,10,615,663,90
662,53,88,20,638,718,90
663,4,35,20,333,394,90
664,13,46,10,236,300,90
665,17,44,10,17,100,90
666,17,78,20,38,86,90
667,82,29,30,25,100,90
668,31,54,20,847,908,90
669,89,30,10,655,714,90
670,76,27,10,1060,1108,90
671,54,80,10,687,765,90
672,34,14,10,611,688,90
673,60,68,20,13,70,90
674,39,3,30,433,497,90
675,66,58,30,558,607,90
676,26,60,10,342,398,90
677,0,43,20,183,234,90
678,23,84,20,658,726,90
679,24,25,10,647,714,90
680,83,38,30,562,642,90
681,18,75,20,906,961,90
682,42,67,10,680,728,90
683,97,31,20,277,342,90
684,46,73,10,917,985,90
685,31,61,10,785,829,90
686,64,61,10,201,253,90
687,7,35,10,309,372,90
688,70,55,10,296,370,90
689,48,34,10,480,543,90
690,36,11,10,97,172,90
691,26,79,20,154,225,90
692,96,24,10,574,652,90
693,32,28,10,323,388,90
694,45,16,10,97,170,90
695,96,32,20,230,297,90
696,51,35,50,327,395,90
697,23,81,40,489,539,90
698,36,27,10,275,332,90
699,80,32,10,566,647,90
700,33,37,10,1069,1146,90
701,59,34,50,305,370,90
702,12,40,30,30,101,90
703,45,45,10,756,808,90
704,11,38,20,170,206,90
705,47,41,10,621,657,90
706,63,84,20,47,102,90
707,33,26,10,398,448,90
708,32,31,10,1072,1146,90
709,99,23,10,536,605,90
710,31,27,10,415,486,90
711,62,83,20,44,101,90
712,85,32,20,40,107,90
713,46,58,10,105,193,90
714,34,51,10,90,145,90
715,79,26,10,744,802,90
716,95,25,10,504,599,90
717,20,39,10,355,402,90
718,44,26,10,551,597,90
719,29,32,10,1052,1123,90
720,29,37,20,110,191,90
721,51,73,10,929,977,90
722,84,32,20,107,152,90
723,45,59,10,755,815,90
724,21,85,10,588,637,90
725,65,59,10,136,207,90
726,27,27,10,673,739,90
727,92,27,10,499,572,90
728,71,92,20,415,483,90
729,91,37,10,223,269,90
730,35,68,10,300,342,90
731,23,30,30,468,529,90
732,8,39,20,1049,1090,90
733,53,36,10,933,988,90
734,65,75,20,370,451,90
735,64,53,30,265,335,90
736,0,41,30,726,763,90
737,22,55,40,167,227,90
738,80,37,20,94,149,90
739,90,26,10,599,675,90
740,20,52,10,317,371,90
741,61,32,10,819,877,90
742,29,54,10,947,1016,90
743,86,34,10,179,234,90
744,35,31,10,38,109,90
745,36,33,10,416,494,90
746,44,11,20,332,398,90
747,22,80,40,460,513,90
748,41,68,20,303,373,90
749,75,57,20,380,421,90
750,27,84,20,111,178,90
751,47,69,20,984,1050,90
752,6,38,20,354,407,90
753,35,63,10,368,425,90
754,78,40,20,163,235,90
755,42,3,20,585,645,90
756,50,34,10,683,735,90
757,48,40,10,456,515,90
758,95,22,10,483,559,90
759,43,63,10,769,806,90
760,37,62,10,51,97,90
761,35,40,10,1077,1146,90
762,25,32,10,623,682,90
763,37,35,30,124,185,90
764,56,34,50,344,409,90
765,35,28,10,257,311,90
766,33,2,30,475,544,90
767,23,57,10,85,153,90
768,10,42,40,21,82,90
769,22,59,10,647,722,90
770,24,58,20,578,622,90
771,30,44,20,778,844,90
772,94,25,30,790,863,90
773,0,39,20,969,1017,90
774,28,54,20,839,913,90
775,38,68,20,654,738,90
776,58,80,30,553,616,90
777,34,74,20,513,584,90
778,58,31,50,310,380,90
779,64,83,30,212,255,90
780,42,14,10,495,572,90
781,33,30,10,353,418,90
782,39,28,10,380,441,90
783,55,28,20,174,221,90
784,43,34,10,0,62,90
785,62,79,20,0,69,90
786,39,66,10,532,619,90
787,64,54,10,247,298,90
788,31,34,10,582,643,90
789,40,3,30,323,371,90
790,68,53,10,154,224,90
791,2,35,10,282,333,90
792,26,25,10,668,715,90
793,38,10,40,148,226,90
794,35,34,10,150,218,90
795,49,80,20,593,677,90
796,32,49,20,940,991,90
797,30,60,10,1032,1081,90
798,32,68,20,639,717,90
799,12,78,20,175,253,90
800,77,63,10,963,1027,90
801,62,57,10,164,242,90
802,10,37,30,36,110,90
803,38,10,30,437,493,90
804,38,8,40,194,262,90
805,51,31,10,565,647,90
806,18,76,20,91,139,90
807,26,78,40,318,368,90
808,68,54,10,222,285,90
809,24,54,10,0,73,90
810,62,51,10,24,85,90
811,67,75,20,354,428,90
812,0,46,20,617,668,90
813,66,61,20,416,490,90
814,59,61,30,652,717,90
815,40,26,40,31,101,90
816,33,68,10,292,335,90
817,89,33,10,229,278,90
818,91,31,10,632,708,90
819,22,82,40,486,542,90
820,39,37,10,151,221,90
821,51,40,10,857,929,90
822,57,50,10,144,206,90
823,18,55,20,41,87,90
824,46,57,20,431,497,90
825,40,33,10,185,241,90
826,16,79,10,261,336,90
827,15,42,30,393,453,90
828,44,20,10,637,720,90
829,5,45,20,588,651,90
830,0,46,10,629,684,90
831,41,66,10,752,808,90
832,41,75,20,675,754,90
833,87,38,30,347,419,90
834,0,41,30,728,768,90
835,12,81,10,560,625,90
836,49,16,10,149,207,90
837,37,32,30,438,508,90
838,31,54,40,148,208,90
839,68,56,10,282,349,90
840,7,45,10,603,655,90
841,64,57,10,948,1019,90
842,44,10,40,211,285,90
843,40,37,10,53,104,90
844,19,79,20,719,755,90
845,19,82,20,376,453,90
846,19,87,40,820,871,90
847,40,35,10,588,653,90
848,1,38,20,444,499,90
849,84,31,30,46,113,90
850,56,73,10,714,800,90
851,49,64,30,844,884,90
852,45,33,10,822,861,90
853,45,64,10,187,251,90
854,86,36,10,663,712,90
855,48,33,10,570,624,90
856,33,34,10,146,206,90
857,11,75,20,557,625,90
858,18,46,10,343,398,90
859,60,83,30,748,820,90
860,43,1,20,574,647,90
861,9,28,20,167,210,90
862,32,49,10,731,766,90
863,36,34,10,391,457,90
864,83,44,30,87,155,90
865,37,67,10,731,790,90
866,54,45,10,92,142,90
867,47,88,10,791,863,90
868,0,46,30,592,632,90
869,13,39,30,43,112,90
870,28,87,10,533,577,90
871,86,25,10,705,747,90
872,71,63,30,867,916,90
873,30,35,10,539,606,90
874,39,19,10,664,757,90
875,17,77,20,901,976,90
876,24,38,10,196,268,90
877,34,5,20,567,638,90
878,27,28,30,425,484,90
879,47,32,10,860,909,90
880,44,69,20,635,717,90
881,43,66,10,5,61,90
882,75,61,10,425,501,90
883,67,85,20,355,423,90
884,37,61,20,270,352,90
885,23,78,10,297,356,90
886,32,56,20,783,864,90
887,47,31,10,575,630,90
888,47,60,10,4,48,90
889,64,48,30,630,699,90
890,97,39,10,192,256,90
891,48,11,10,163,233,90
892,51,27,20,969,1022,90
893,34,31,10,1069,1142,90
894,40,68,10,161,252,90
895,52,43,20,271,330,90
896,55,63,10,921,969,90
897,22,55,40,53,103,90
898,15,44,20,726,793,90
899,3,38,20,419,474,90
900,51,42,50,200,253,90
901,34,50,20,1068,1125,90
902,46,31,10,628,690,90
903,91,36,20,203,259,90
904,31,62,10,346,396,90
905,7,40,20,749,807,90
906,38,35,10,421,485,90
907,35,33,10,827,894,90
908,28,34,10,517,578,90
909,10,30,20,989,1022,90
910,20,79,10,567,632,90
911,18,73,30,0,59,90
912,18,27,10,733,789,90
913,0,35,30,496,540,90
914,0,40,20,572,633,90
915,68,86,20,387,456,90
916,41,71,30,889,931,90
917,30,32,20,118,201,90
918,68,58,10,215,290,90
919,42,12,10,692,794,90
920,20,32,10,907,980,90
921,54,66,10,939,1003,90
922,39,5,40,90,159,90
923,46,46,10,53,114,90
924,55,34,10,98,149,90
925,12,80,10,261,331,90
926,69,65,30,576,621,90
927,66,54,10,158,213,90
928,67,57,30,530,576,90
929,43,32,10,721,751,90
930,27,57,10,727,793,90
931,48,14,10,94,166,90
932,55,85,10,788,847,90
933,26,56,20,803,865,90
934,85,40,20,116,191,90
935,46,20,10,138,199,90
936,50,84,20,773,853,90
937,33,28,10,330,385,90
938,55,33,10,291,341,90
939,90,33,10,674,739,90
940,77,53,20,322,370,90
941,55,41,50,1076,1130,90
942,52,27,20,210,260,90
943,36,0,30,611,680,90
944,19,73,30,26,91,90
945,18,83,40,462,524,90
946,86,35,20,151,208,90
947,43,5,30,933,976,90
948,57,77,10,71,133,90
949,5,79,20,211,266,90
950,32,26,10,288,355,90
951,28,88,20,649,714,90
952,18,64,10,646,714,90
953,75,55,20,210,253,90
954,96,39,10,195,252,90
955,21,59,10,654,722,90
956,40,2,30,473,539,90
957,30,2,30,637,716,90
958,28,72,20,672,752,90
959,42,65,20,1016,1087,90
960,35,24,10,292,357,90
961,21,58,40,174,225,90
962,24,53,20,586,640,90
963,55,75,10,720,799,90
964,86,29,10,669,741,90
965,24,49,10,338,379,90
966,49,32,50,400,471,90
967,28,42,10,0,58,90
968,61,53,20,74,142,90
969,11,33,40,85,167,90
970,45,68,10,698,754,90
971,58,57,10,57,126,90
972,94,32,30,400,470,90
973,66,53,20,780,833,90
974,59,74,10,508,589,90
975,46,34,50,316,373,90
976,84,32,30,41,112,90
977,56,57,10,716,778,90
978,0,39,20,540,591,90
979,43,37,10,791,835,90
980,41,65,20,97,138,90
981,41,63,20,627,709,90
982,60,22,10,938,983,90
983,20,50,10,158,219,90
984,6,42,10,606,673,90
985,60,55,20,102,154,90
986,27,23,10,709,784,90
