item,price,weight,sol
941,313,536,0
942,664,740,0
943,684,748,0
944,60,327,0
945,466,865,0
946,711,988,0
947,909,816,0
948,225,936,0
949,195,5,0
950,825,422,0
951,764,487,0
952,159,391,0
953,492,587,0
954,913,802,0
955,630,820,0
956,745,941,0
957,448,732,0
958,486,179,0
959,296,975,0
960,772,902,0
961,286,992,0
962,726,612,0
963,725,647,0
964,518,564,0
965,448,365,0
966,97,184,0
967,347,346,0
968,331,855,0
969,52,163,0
970,994,367,0
971,338,348,0
972,327,703,0
973,757,330,0
974,60,327,0
975,65,585,0
976,153,207,0
977,536,923,0
978,900,593,0
979,840,268,0
980,195,801,0
981,97,184,0
982,641,294,0
983,888,40,0
984,404,512,0
985,569,723,0
986,269,567,0
987,116,201,0
988,331,855,0
989,723,984,0
990,509,300,0
991,86,711,0
992,481,227,0
993,992,298,0
994,998,181,0
995,660,309,0
996,413,459,0
997,665,388,0
998,739,689,0
999,961,157,0
1000,827,798,0
